Region,Board Number,Board Name,Board Type,Board Language,School Number,School Name,School Level,School Language,School Type,School Special Conditions,Suite,PO Box,Street,City,Province,Postal Code,Phone,Fax,Grade Range,Date Open,Email,Website,Board Website
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,753602,St Patrick Catholic Elementary School,Elementary,English,Catholic,Not applicable,,,1001 Heritage Dr,Rockland,Ontario,K4K1R2,613-446-7215,613-446-1145,JK-6,01/09/1992,,http://www.stpatrick.cdsbeo.on.ca/,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,844713,St Peter's School,Elementary,English,Catholic,Not applicable,,,1811 Second Street East,Cornwall,Ontario,K6H6P1,613-933-1007,613-933-5584,JK-6,01/09/1969,StPeter.Cornwall@cdsbeo.on.ca,http://www.stpetercatholicschool.ca/,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,773450,St. Gregory Catholic School,Elementary,English,Catholic,Not applicable,,,176 Townline Road West,Carleton Place,Ontario,K7C3P7,613-257-8468,613-257-1336,JK-3,01/09/2003,StGregory.CarletonPlace@cdsbeo.on.ca,http://www.stgregory.cdsbeo.on.ca,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,745698,St. James Catholic Education Centre High School,Secondary,English,Catholic,Not applicable,,,5 Catherine Street,Smiths Falls,Ontario,K7A3Z9,613-284-2613,,12-Sep,06/09/2016,StJames.SmithsFalls@cdsbeo.on.ca,http://www.coned.cdsbeo.on.ca,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,741782,St. James Intermediate,Elementary,English,Catholic,Not applicable,,,5 Catherine Street,Smiths Falls,Ontario,K7A3Z9,613-284-2613,,08-Jul,06/09/2016,,http://www.coned.cdsbeo.on.ca,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,680764,St. John Intermediate School,Elementary,English,Catholic,Not applicable,,,2066 Scotch Line Road 3,Perth,Ontario,K7H3C5,613-267-4724,613-267-1890,08-Jul,01/09/2010,StJohnCHS.Perth@cdsbeo.on.ca,http://www.stjohnchs.cdsbeo.on.ca/,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,750646,St. John Paul II Catholic School,Elementary,English,Catholic,Not applicable,,,3818 Legault Rd,Hammond,Ontario,K0A2A0,613-487-3075,613-487-3083,JK-6,01/09/1986,StJohnPaul.Hammond@cdsbeo.on.ca,https://stjpii.cdsbeo.on.ca,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,767431,St. Joseph Intermediate Catholic School,Elementary,English,Catholic,Not applicable,,,1500 Cumberland Street,Cornwall,Ontario,K6J5V9,613-932-0349,613-936-0419,08-Jul,04/09/2018,cindy.labrecque@cdsbeo.on.ca,,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,803065,St. Luke Catholic High School,Secondary,English,Catholic,Not applicable,,,5 Catherine Street,Smiths Falls,Ontario,K7A3Z9,613-283-4477,613-283-7622,12-Sep,01/09/2003,StLukeCHS.Smithsfalls@cdsbeo.on.ca,http://www.stluke.cdsbeo.on.ca/,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,818968,St. Luke Catholic School,Elementary,English,Catholic,Not applicable,,,5 Catherine Street,Smiths Falls,Ontario,K7A3Z9,613-283-4477,613-283-7622,08-Jul,01/09/2004,StLukeCHS.Smithsfalls@cdsbeo.on.ca,http://www.stluke.cdsbeo.on.ca/,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,814555,St. Mark Catholic School,Elementary,English,Catholic,Not applicable,,,420 McAuley Rd 4,Prescott,Ontario,K0E1T0,613-925-4342,613-925-0512,JK-8,01/09/1969,StMark.Prescott@cdsbeo.on.ca,http://www.stmark.cdsbeo.on.ca,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,765428,St. Matthew Catholic Elementary School,Elementary,English,Catholic,Not applicable,,,822 Marlborough St,Cornwall,Ontario,K6H4B4,613-930-9928,613-932-2887,08-Jul,29/09/2011,Renee.Rozon@cdsbeo.on.ca,http://www.stmatthew.cdsbeo.on.ca,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,753670,St. Mother Teresa Catholic School,Elementary,English,Catholic,Not applicable,,,1035 Concession Rd,Russell,Ontario,K4R1G7,613-445-3788,613-445-3789,JK-6,01/09/1988,StMother.Teresa.Russell@cdsbeo.on.ca,https://stmtcs.cdsbeo.on.ca,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,733067,St. Thomas Aquinas Catholic High School,Secondary,English,Catholic,Not applicable,,,1211 South Russell Rd 2,Russell,Ontario,K4R1E5,613-445-0810,613-445-1520,12-Sep,01/09/2003,StTHomasAquinas.Russell@cdsbeo.on.ca,http://www.sta-russell.com/,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,773026,St. Thomas Aquinas Catholic School,Elementary,English,Catholic,Not applicable,,,1211 South Russell Rd RR 2,Russell,Ontario,K4R1E5,613-445-0810,613-445-1520,08-Jun,01/09/2004,StThomasAquinas.Russell@cdsbeo.on.ca,http://www.sta-russell.com/,http://www.cdsbeo.on.ca
East Region,B80055,CHEO SA,Provincial/Hospital,English,428833,CHEO School,Elementary,English,Hospital,Not applicable,,,395 Smyth Rd,Ottawa,Ontario,K1H8L2,613-737-0871,613-523-5167,JK-4,01/09/1969,intake@octc.ca,www.octc.ca,https://www.cheo.on.ca/en/clinics-services-programs/school.aspx
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,023549,Académie Alexandre-Dumas,Elementary,French,Public,Not applicable,,,255 Coronation promenade,Scarborough,Ontario,M1E2J3,416-283-7749,,JK-6,03/09/2012,,http://csviamonde.ca/ecoles/alexandredumas,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,199761,Académie La Pinède,Elementary,French,Public,Not applicable,,,116 Waterloo est chemin,Borden,Ontario,L0M1C0,705-424-5664,705-424-5625,JK-6,01/09/1991,,http://lapinede.csviamonde.ca,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,165468,Académie de la Moraine,Elementary,French,Public,Not applicable,,,13200 Yonge rue,Richmond Hill,Ontario,L4E2T2,905-773-7616,905-773-7621,JK-6,01/09/2000,,http://lamoraine.csviamonde.ca,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,165409,Académie de la Tamise,Elementary,French,Public,Not applicable,,,1260 Dundas rue,London,Ontario,N5W5P2,519-659-8174,519-659-8176,JK-6,01/09/1998,,http://latamise.csviamonde.ca,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,918997,Collège français secondaire,Secondary,French,Public,Not applicable,,,100 Carlton rue,Toronto,Ontario,M5B1M3,416-393-0175,416-393-0884,12-Sep,01/09/1989,,http://collegefrancais.csviamonde.ca,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,117382,Collège français élémentaire,Elementary,French,Public,Not applicable,,,100 Carlton rue,Toronto,Ontario,M5B1M3,416-393-0175,416-393-0884,08-Jul,01/09/1997,,http://collegefrancais.csviamonde.ca,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,640738,La passerelle secondaire,Elem/Sec,French,Public,Care/Treatment Facility,,,330 avenue Lansdowne,Toronto,Ontario,M6H3Y1,416-532-6592,416-532-5493,12-Jul,01/09/2013,,https://csviamonde.ca/nos-ecoles/trouver-une-ecole/fiche-ecole/ecole-secondaire-toronto-ouest/,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,644164,La passerelle élémentaire,Elementary,French,Public,Care/Treatment Facility,,,50 Celestine Drive,Etobicoke,Ontario,M9R3N3,289-200-5721,,JK-6,01/09/2012,,https://csviamonde.ca/,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,165204,École intermédiaire Franco-Niagara,Elementary,French,Public,Not applicable,,,670 Tanguay av,Welland,Ontario,L3B4G2,905-732-1361,905-732-5066,08-Jul,01/09/1999,,http://confederation.csviamonde.ca/,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,310415,École intermédiaire Ronald-Marion,Elementary,French,Public,Not applicable,,,2235 Brock chemin,Pickering,Ontario,L1V2P8,905-683-9730,,08-Jul,06/09/2016,,https://csviamonde.ca/nos-ecoles/trouver-une-ecole/fiche-ecole/ecole-secondaire-ronald-marion/,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,997398,École permanente Viamonde,Elem/Sec,French,Public,Continuing Education,,,1775 Totten Street,Windsor,Ontario,N9B1X4,,,No Grades Applicable,20/03/2019,,,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,922089,École secondaire David Saint-Jacques,Secondary,French,Public,Not applicable,,,80 Burlington Drive,Kitchener,Ontario,N2B1T5,,,12-Sep,03/09/2019,,,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,909858,École secondaire Franco-Jeunesse,Secondary,French,Public,Not applicable,,,901 promenade Rapids av,Sarnia,Ontario,N7S6K2,519-542-5970,519-542-5479,12-Sep,01/01/1998,,http://francojeunesse.csviamonde.ca,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,907553,École secondaire Franco-Niagara,Secondary,French,Public,Not applicable,,,670 Tanguay avenue,Welland,Ontario,L3B4G2,905-732-1361,905-732-5066,12-Sep,01/09/1969,,http://confederation.csviamonde.ca,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,910554,École secondaire Gabriel-Dumont,Secondary,French,Public,Not applicable,,,2463 boulevard Evans,London,Ontario,N6M0B1,519-673-4552,519-673-4785,12-Sep,01/01/1998,,http://gabrieldumont.csviamonde.ca/,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,914723,École secondaire Gaétan Gervais,Secondary,French,Public,Not applicable,,,1075 McCraney Rue,Oakville,Ontario,L6H1H9,289-529-0065,,12-Sep,01/09/2011,,http://gaetangervais.csviamonde.ca,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,907308,École secondaire Georges-P-Vanier,Secondary,French,Public,Not applicable,,,100 Macklin N rue,Hamilton,Ontario,L8S3S1,905-528-0301,905-528-7913,12-Sep,03/09/1974,,http://georgespvanier.csviamonde.ca/,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,907642,École secondaire Jeunes sans frontières,Secondary,French,Public,Not applicable,,,7585 Financial promenade,Brampton,Ontario,L6Y5P4,905-450-1106,905-450-7151,12-Sep,01/09/2000,,http://jeunessansfrontieres.csviamonde.ca/,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,934852,École secondaire Le Caron,Secondary,French,Public,Not applicable,,,22 John rue,Penetanguishene,Ontario,L9M1N8,705-549-3202,705-549-4818,12-Sep,30/06/1980,,http://lecaron.csviamonde.ca/,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,954651,École secondaire Michelle-O'Bonsawin,Secondary,French,Public,Not applicable,,,24 Mountjoy Avenue,Toronto,Ontario,M4J1J6,,,12-Sep,05/09/2023,,,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,896889,École secondaire Norval-Morrisseau,Secondary,French,Public,Not applicable,,,51 Wright rue,Richmond Hill,Ontario,L4C4A1,905-508-2516,905-508-6970,12-Sep,03/09/2012,,https://csviamonde.ca/nos-ecoles/trouver-une-ecole/fiche-ecole/ecole-secondaire-norval-morrisseau/,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,925326,École secondaire Roméo Dallaire,Secondary,French,Public,Not applicable,,,736 Essa chemin,Barrie,Ontario,L4N9E9,705-792-2341,705-797-1323,12-Sep,01/09/2009,,http://romeodallaire.csviamonde.ca,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,901037,École secondaire Ronald-Marion,Secondary,French,Public,Not applicable,,,2235 Brock chemin,Pickering,Ontario,L1V2P8,905-683-9730,905-683-1845,12-Sep,03/09/2013,,https://csviamonde.ca/nos-ecoles/trouver-une-ecole/fiche-ecole/ecole-secondaire-ronald-marion/,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,952803,École secondaire Toronto Ouest,Secondary,French,Public,Not applicable,,,330 Lansdowne avenue,Toronto,Ontario,M6H3Y1,416-532-6592,416-532-4593,12-Sep,03/09/2012,,http://ecolesecondairetorontoouest.csviamonde.ca,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,961008,École secondaire de Lamothe-Cadillac,Secondary,French,Public,Not applicable,,,1775 TOTTEN ST,WINDSOR,Ontario,N9B1X4,,,12-Sep,07/09/2010,eswindsor@csviamonde.ca,https://csviamonde.ca/nos-ecoles/trouver-une-ecole/fiche-ecole/ecole-secondaire-de-lamothe-cadillac/,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,985273,École secondaire de Lamothe-Cadillac ÉTÉ Soir,Elem/Sec,French,Public,Summer,,,1775 Totten Street,Windsor,Ontario,N9B1X4,519-253-0929,,12-Jul,03/07/2019,,,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,907588,École secondaire Étienne-Brûlé,Secondary,French,Public,Not applicable,,,300 Banbury chemin,North York,Ontario,M2L2V3,416-397-2085,416-397-2091,12-Sep,30/09/1971,,http://etiennebrule.csviamonde.ca/,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,156167,École élémentaire Antonine Maillet,Elementary,French,Public,Not applicable,,,615 Ridgeway av,Oshawa,Ontario,L1J2W3,905-720-0057,905-720-2079,JK-8,01/09/1997,,http://csviamonde.ca/ecoles/antoninemaillet,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,165441,École élémentaire Carrefour des Jeunes,Elementary,French,Public,Not applicable,,,375 Centre N rue,Brampton,Ontario,L6V4N4,905-455-7038,905-455-6885,JK-6,01/09/2000,,http://carrefourdesjeunes.csviamonde.ca,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,393396,École élémentaire Chantal-Benoit,Elementary,French,Public,Not applicable,,,53 SS1 Morton Avenue,East Gwillimbury,Ontario,N3R2N6,,,JK-6,03/09/2019,,,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,447621,École élémentaire Charles-Sauriol,Elementary,French,Public,Not applicable,,,55 Pelham avenue,Toronto,Ontario,M6N1A5,416-651-4630,416-651-4018,JK-8,03/09/2012,,http://csviamonde.ca/ecoles/charlessauriol,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,474256,École élémentaire David-Saint-Jacques,Elementary,French,Public,Not applicable,,,80 Burlington Drive,Kitchener,Ontario,N2B1T5,,,08-Jul,03/09/2019,,,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,342322,École élémentaire Dyane-Adam,Elementary,French,Public,Not applicable,,,500 Cedar Hedge Road,Milton,Ontario,L9T6J4,,,JK-8,03/09/2019,,,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,532816,École élémentaire Franco-Jeunesse,Elementary,French,Public,Not applicable,,,901 Rapids Parkway,Sarnia,Ontario,N7S6K2,519-542-5970,519-542-5479,08-Jul,03/09/2012,,http://francojeunesse.csviamonde.ca,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,004367,École élémentaire Franco-Niagara,Elementary,French,Public,Not applicable,,,101 Afton av,Welland,Ontario,L3B1W1,905-732-3113,905-732-0941,JK-6,01/09/1969,,http://csviamonde.ca/ecoles/champlain,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,194069,École élémentaire Félix-Leclerc,Elementary,French,Public,Not applicable,,,50 Celestine promenade,Etobicoke,Ontario,M9R3N3,416-397-2075,416-397-2078,JK-6,01/09/1989,,http://felixleclerc.csviamonde.ca/,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,165212,École élémentaire Gabriel-Dumont,Elementary,French,Public,Not applicable,,,2463 Evans boul,London,Ontario,N6M0B1,519-673-4552,519-673-4785,08-Jul,01/09/1999,,http://gabrieldumont.csviamonde.ca,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,497134,École élémentaire Gabrielle-Roy,Elementary,French,Public,Not applicable,,,14 Pembroke rue,Toronto,Ontario,M5A2N7,416-393-1360,416-393-0885,JK-6,01/09/1975,,http://gabrielleroy.csviamonde.ca,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,572312,École élémentaire Gaetan-Gervais,Elementary,French,Public,Not applicable,,,1075 Mccraney Street,Oakville,Ontario,L6H1H9,289-529-0065,905-842-7695,08-Jul,03/09/2013,,http://csviamonde.ca/ecoles/gaetangervais,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,156264,École élémentaire Georges-P-Vanier,Elementary,French,Public,Not applicable,,,100 Macklin N rue,Hamilton,Ontario,L8S3S1,905-528-0301,905-528-7913,08-Jul,01/09/2002,,http://georgespvanier.csviamonde.ca/,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,165417,École élémentaire Horizon Jeunesse,Elementary,French,Public,Not applicable,,,1445 Lewisham promenade,Mississauga,Ontario,L5J3R2,905-403-0950,905-403-0952,JK-6,01/09/1998,,http://horizonjeunesse.csviamonde.ca/,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,282260,École élémentaire Jeanne-Lajoie,Elementary,French,Public,Not applicable,,,150 Carnforth Rd,North York,Ontario,M4A2K7,416-397-2080,416-397-2084,JK-6,01/09/1976,,http://jeannelajoie.csviamonde.ca/,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,156183,École élémentaire Jeunes sans frontières,Elementary,French,Public,Not applicable,,,7585 Financial promenade,Brampton,Ontario,L6Y5P4,905-450-1106,905-450-7151,08-Jul,01/09/2000,,http://jeunessansfrontieres.csviamonde.ca/,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,165395,École élémentaire L'Envolée,Elementary,French,Public,Not applicable,,,1799 Ottawa rue,Windsor,Ontario,N8Y1R4,519-259-4860,519-259-4862,JK-6,01/09/1998,,http://lenvolee.csviamonde.ca,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,156256,École élémentaire L'Harmonie,Elementary,French,Public,Not applicable,,,158 Bridgeport E Rd,Waterloo,Ontario,N2J2K4,519-746-7224,519-746-7629,JK-8,01/09/2002,,http://lharmonie.csviamonde.ca/,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,419354,École élémentaire L'Héritage,Elementary,French,Public,Not applicable,,,35 Prince Charles promenade,St. Catharines,Ontario,L2N3Y8,905-937-4608,905-937-4610,JK-8,30/09/1971,,http://lheritage.csviamonde.ca,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,165450,École élémentaire L'Odyssée,Elementary,French,Public,Not applicable,,,30 Brighton rue,Guelph,Ontario,N1E3S9,519-837-4420,519-837-4422,JK-6,01/09/2000,,http://lodyssee.csviamonde.ca/,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,645413,École élémentaire L'Équilibre,Elementary,French,Public,Care/Treatment Facility,,,670 ave Tanguay,Welland,Ontario,L3B4G2,905-172-7361,,08-Jan,01/09/2015,,https://csviamonde.ca/ecoles/confederation,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,302481,École élémentaire La Fontaine,Elementary,French,Public,Not applicable,,C.P. 279,10110 Islington av 1,Kleinburg,Ontario,L0J1C0,905-893-1280,905-893-1282,JK-6,01/09/1998,,http://lafontaine.csviamonde.ca/,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,019735,École élémentaire La Mosaïque,Elementary,French,Public,Not applicable,,,80 Queensdale av,East York,Ontario,M4J1Y3,416-465-5757,416-465-5228,JK-6,02/09/2008,,http://lamosaique.csviamonde.ca,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,191313,École élémentaire La Pommeraie,Elementary,French,Public,Not applicable,,,3500 Settlement Trail,London,Ontario,N6P0B6,226-213-4515,,JK-6,06/09/2016,,https://csviamonde.ca/nos-ecoles/trouver-une-ecole/fiche-ecole/ecole-elementaire-la-pommeraie/,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,032247,École élémentaire La Source,Elementary,French,Public,Not applicable,,,70 Madelaine promenade,Barrie,Ontario,L4N9T2,705-730-6625,705-730-6628,JK-6,01/09/1993,,http://lasource.csviamonde.ca/,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,165000,École élémentaire LaMarsh,Elementary,French,Public,Not applicable,,,4571 Drummond Rd,Niagara Falls,Ontario,L2E6C8,905-374-6777,905-374-0889,JK-8,03/09/1991,,http://lamarsh.csviamonde.ca/,http://www.csviamonde.ca
Toronto Region,B66303,CS Viamonde,Pub Dist Sch Brd (E/F),French,309192,École élémentaire Laure-Rièse,Elementary,French,Public,Not applicable,,,339 Alton Towers Circle,Scarborough,Ontario,M1V4L3,416-397-2014,416-397-2019,JK-6,01/09/1991,,http://laureriese.csviamonde.ca/,http://www.csviamonde.ca
